Game,Winner,Moves,FinalScore
632,W,76,"FinalCount => B:9, W:16"
633,B,120,"FinalCount => B:15, W:10"
634,W,76,"FinalCount => B:8, W:17"
635,W,79,"FinalCount => B:10, W:15"
636,W,78,"FinalCount => B:11, W:14"
637,W,90,"FinalCount => B:10, W:15"
638,W,80,"FinalCount => B:8, W:17"
639,B,80,"FinalCount => B:15, W:10"
640,W,65,"FinalCount => B:10, W:15"
641,W,86,"FinalCount => B:7, W:18"
642,B,104,"FinalCount => B:13, W:12"
643,W,82,"FinalCount => B:11, W:14"
644,W,75,"FinalCount => B:11, W:14"
645,W,79,"FinalCount => B:11, W:14"
646,W,86,"FinalCount => B:11, W:14"
647,W,84,"FinalCount => B:12, W:13"
648,W,67,"FinalCount => B:12, W:13"
649,W,80,"FinalCount => B:12, W:13"
650,W,80,"FinalCount => B:9, W:16"
651,W,78,"FinalCount => B:9, W:16"
652,W,68,"FinalCount => B:11, W:14"
653,W,113,"FinalCount => B:8, W:17"
654,W,82,"FinalCount => B:8, W:17"
655,W,80,"FinalCount => B:10, W:15"
656,W,63,"FinalCount => B:11, W:14"
657,W,95,"FinalCount => B:9, W:16"
658,W,62,"FinalCount => B:10, W:15"
659,W,101,"FinalCount => B:12, W:13"
660,W,62,"FinalCount => B:10, W:15"
661,B,64,"FinalCount => B:13, W:12"
662,W,66,"FinalCount => B:8, W:17"
663,B,80,"FinalCount => B:15, W:10"
664,W,72,"FinalCount => B:11, W:14"
665,W,78,"FinalCount => B:9, W:16"
666,W,109,"FinalCount => B:9, W:16"
667,W,88,"FinalCount => B:8, W:17"
668,B,75,"FinalCount => B:13, W:12"
669,W,79,"FinalCount => B:10, W:15"
670,W,91,"FinalCount => B:10, W:15"
671,W,83,"FinalCount => B:11, W:14"
672,W,105,"FinalCount => B:11, W:14"
673,W,87,"FinalCount => B:10, W:15"
674,W,99,"FinalCount => B:11, W:14"
675,W,74,"FinalCount => B:10, W:15"
676,B,108,"FinalCount => B:13, W:12"
677,W,96,"FinalCount => B:10, W:15"
678,W,70,"FinalCount => B:12, W:13"
679,B,80,"FinalCount => B:15, W:10"
680,W,68,"FinalCount => B:10, W:15"
681,W,69,"FinalCount => B:9, W:16"
682,B,49,"FinalCount => B:14, W:11"
683,W,80,"FinalCount => B:8, W:17"
684,W,63,"FinalCount => B:9, W:16"
685,W,93,"FinalCount => B:12, W:13"
686,W,59,"FinalCount => B:11, W:14"
687,W,96,"FinalCount => B:10, W:15"
688,W,83,"FinalCount => B:9, W:16"
689,W,61,"FinalCount => B:12, W:13"
690,W,41,"FinalCount => B:12, W:13"
691,W,110,"FinalCount => B:10, W:15"
692,W,85,"FinalCount => B:10, W:15"
693,W,92,"FinalCount => B:8, W:17"
694,W,88,"FinalCount => B:10, W:15"
695,W,77,"FinalCount => B:11, W:14"
696,W,86,"FinalCount => B:10, W:15"
697,W,76,"FinalCount => B:8, W:17"
698,B,80,"FinalCount => B:15, W:10"
699,W,96,"FinalCount => B:10, W:15"
700,W,68,"FinalCount => B:9, W:16"
701,W,98,"FinalCount => B:9, W:16"
702,B,80,"FinalCount => B:15, W:10"
703,W,66,"FinalCount => B:10, W:15"
704,B,84,"FinalCount => B:13, W:12"
705,W,79,"FinalCount => B:10, W:15"
706,W,46,"FinalCount => B:11, W:14"
707,B,84,"FinalCount => B:13, W:12"
708,W,110,"FinalCount => B:10, W:15"
709,W,62,"FinalCount => B:10, W:15"
710,W,72,"FinalCount => B:8, W:17"
711,W,87,"FinalCount => B:11, W:14"
712,W,79,"FinalCount => B:7, W:18"
713,W,95,"FinalCount => B:12, W:13"
714,W,63,"FinalCount => B:10, W:15"
715,B,118,"FinalCount => B:16, W:9"
716,W,69,"FinalCount => B:9, W:16"
717,W,51,"FinalCount => B:11, W:14"
718,W,88,"FinalCount => B:9, W:16"
719,W,79,"FinalCount => B:10, W:15"
720,W,63,"FinalCount => B:10, W:15"
721,W,92,"FinalCount => B:7, W:18"
722,W,86,"FinalCount => B:8, W:17"
723,W,59,"FinalCount => B:11, W:14"
724,W,113,"FinalCount => B:11, W:14"
725,W,113,"FinalCount => B:11, W:14"
726,W,66,"FinalCount => B:8, W:17"
727,B,79,"FinalCount => B:13, W:12"
728,W,91,"FinalCount => B:10, W:15"
729,W,101,"FinalCount => B:10, W:15"
730,B,85,"FinalCount => B:14, W:11"
731,B,90,"FinalCount => B:13, W:12"
732,B,123,"FinalCount => B:14, W:11"
733,W,75,"FinalCount => B:11, W:14"
734,W,71,"FinalCount => B:7, W:18"
735,W,75,"FinalCount => B:11, W:14"
736,W,79,"FinalCount => B:10, W:15"
737,B,85,"FinalCount => B:13, W:12"
738,W,71,"FinalCount => B:12, W:13"
739,W,79,"FinalCount => B:10, W:15"
740,W,65,"FinalCount => B:10, W:15"
741,W,41,"FinalCount => B:12, W:13"
742,B,49,"FinalCount => B:14, W:11"
743,B,101,"FinalCount => B:13, W:12"
744,W,59,"FinalCount => B:11, W:14"
745,W,72,"FinalCount => B:12, W:13"
746,W,96,"FinalCount => B:10, W:15"
747,W,46,"FinalCount => B:11, W:14"
748,B,79,"FinalCount => B:13, W:12"
749,W,104,"FinalCount => B:9, W:16"
750,B,77,"FinalCount => B:14, W:11"
751,W,81,"FinalCount => B:11, W:14"
752,W,92,"FinalCount => B:9, W:16"
753,W,74,"FinalCount => B:11, W:14"
754,W,41,"FinalCount => B:12, W:13"
755,B,80,"FinalCount => B:15, W:10"
756,W,107,"FinalCount => B:10, W:15"
757,W,87,"FinalCount => B:12, W:13"
758,W,74,"FinalCount => B:8, W:17"
759,W,89,"FinalCount => B:9, W:16"
760,W,80,"FinalCount => B:10, W:15"
761,W,132,"FinalCount => B:10, W:15"
762,W,90,"FinalCount => B:9, W:16"
763,W,79,"FinalCount => B:9, W:16"
764,W,91,"FinalCount => B:9, W:16"
765,W,76,"FinalCount => B:9, W:16"
766,W,88,"FinalCount => B:10, W:15"
767,W,96,"FinalCount => B:8, W:17"
768,B,89,"FinalCount => B:15, W:10"
769,W,96,"FinalCount => B:10, W:15"
770,B,80,"FinalCount => B:15, W:10"
771,B,122,"FinalCount => B:14, W:11"
772,W,96,"FinalCount => B:8, W:17"
773,W,79,"FinalCount => B:10, W:15"
774,W,69,"FinalCount => B:10, W:15"
775,W,80,"FinalCount => B:11, W:14"
776,W,80,"FinalCount => B:10, W:15"
777,W,59,"FinalCount => B:11, W:14"
778,W,92,"FinalCount => B:10, W:15"
779,W,46,"FinalCount => B:11, W:14"
780,W,83,"FinalCount => B:11, W:14"
781,B,106,"FinalCount => B:14, W:11"
782,W,91,"FinalCount => B:9, W:16"
783,W,54,"FinalCount => B:10, W:15"
784,W,93,"FinalCount => B:7, W:18"
785,B,118,"FinalCount => B:16, W:9"
786,W,79,"FinalCount => B:10, W:15"
787,W,84,"FinalCount => B:12, W:13"
788,W,69,"FinalCount => B:10, W:15"
789,W,46,"FinalCount => B:12, W:13"
790,W,63,"FinalCount => B:9, W:16"
791,W,89,"FinalCount => B:9, W:16"
792,W,73,"FinalCount => B:11, W:14"
793,W,80,"FinalCount => B:8, W:17"
794,W,100,"FinalCount => B:11, W:14"
795,W,84,"FinalCount => B:12, W:13"
796,W,76,"FinalCount => B:11, W:14"
797,W,76,"FinalCount => B:11, W:14"
798,W,92,"FinalCount => B:8, W:17"
799,W,83,"FinalCount => B:10, W:15"
800,W,88,"FinalCount => B:10, W:15"
801,W,77,"FinalCount => B:11, W:14"
802,W,104,"FinalCount => B:9, W:16"
803,W,82,"FinalCount => B:8, W:17"
804,B,80,"FinalCount => B:15, W:10"
805,B,79,"FinalCount => B:13, W:12"
806,W,78,"FinalCount => B:10, W:15"
807,B,108,"FinalCount => B:13, W:12"
808,W,92,"FinalCount => B:8, W:17"
809,W,84,"FinalCount => B:9, W:16"
810,B,67,"FinalCount => B:15, W:10"
811,W,115,"FinalCount => B:11, W:14"
812,W,74,"FinalCount => B:9, W:16"
813,W,70,"FinalCount => B:7, W:18"
814,W,87,"FinalCount => B:12, W:13"
815,B,143,"FinalCount => B:15, W:10"
816,W,101,"FinalCount => B:10, W:15"
817,W,77,"FinalCount => B:10, W:15"
818,B,85,"FinalCount => B:14, W:11"
819,B,84,"FinalCount => B:13, W:12"
820,W,46,"FinalCount => B:11, W:14"
821,W,96,"FinalCount => B:10, W:15"
822,W,80,"FinalCount => B:9, W:16"
823,B,84,"FinalCount => B:13, W:12"
824,W,87,"FinalCount => B:12, W:13"
825,W,91,"FinalCount => B:10, W:15"
826,W,67,"FinalCount => B:11, W:14"
827,B,104,"FinalCount => B:13, W:12"
828,W,46,"FinalCount => B:11, W:14"
829,W,79,"FinalCount => B:10, W:15"
830,W,107,"FinalCount => B:10, W:15"
831,W,81,"FinalCount => B:9, W:16"
832,W,78,"FinalCount => B:9, W:16"
833,W,64,"FinalCount => B:11, W:14"
834,B,103,"FinalCount => B:13, W:12"
835,W,61,"FinalCount => B:12, W:13"
836,W,105,"FinalCount => B:11, W:14"
837,B,79,"FinalCount => B:13, W:12"
838,W,87,"FinalCount => B:12, W:13"
839,B,77,"FinalCount => B:13, W:12"
840,W,58,"FinalCount => B:10, W:15"
841,W,78,"FinalCount => B:9, W:16"
842,B,79,"FinalCount => B:13, W:12"
843,W,92,"FinalCount => B:11, W:14"
844,B,72,"FinalCount => B:13, W:12"
845,B,80,"FinalCount => B:15, W:10"
846,W,78,"FinalCount => B:10, W:15"
847,W,110,"FinalCount => B:10, W:15"
848,W,46,"FinalCount => B:12, W:13"
849,W,83,"FinalCount => B:9, W:16"
850,W,76,"FinalCount => B:11, W:14"
851,W,79,"FinalCount => B:9, W:16"
852,W,79,"FinalCount => B:10, W:15"
853,W,79,"FinalCount => B:10, W:15"
854,B,65,"FinalCount => B:13, W:12"
855,B,80,"FinalCount => B:15, W:10"
856,W,87,"FinalCount => B:10, W:15"
857,W,79,"FinalCount => B:7, W:18"
858,W,75,"FinalCount => B:10, W:15"
859,W,72,"FinalCount => B:11, W:14"
860,W,41,"FinalCount => B:12, W:13"
861,W,71,"FinalCount => B:11, W:14"
862,W,95,"FinalCount => B:8, W:17"
863,W,73,"FinalCount => B:9, W:16"
864,W,72,"FinalCount => B:9, W:16"
865,W,79,"FinalCount => B:11, W:14"
866,W,96,"FinalCount => B:10, W:15"
867,W,59,"FinalCount => B:11, W:14"
868,W,66,"FinalCount => B:8, W:17"
869,B,114,"FinalCount => B:13, W:12"
870,B,111,"FinalCount => B:14, W:11"
871,W,71,"FinalCount => B:10, W:15"
872,W,75,"FinalCount => B:10, W:15"
873,W,96,"FinalCount => B:10, W:15"
874,W,72,"FinalCount => B:10, W:15"
875,B,104,"FinalCount => B:13, W:12"
876,W,79,"FinalCount => B:9, W:16"
877,B,101,"FinalCount => B:13, W:12"
878,W,78,"FinalCount => B:8, W:17"
879,W,62,"FinalCount => B:10, W:15"
880,W,79,"FinalCount => B:10, W:15"
881,B,49,"FinalCount => B:14, W:11"
882,B,79,"FinalCount => B:13, W:12"
883,B,84,"FinalCount => B:13, W:12"
884,W,73,"FinalCount => B:8, W:17"
885,W,76,"FinalCount => B:8, W:17"
886,W,63,"FinalCount => B:10, W:15"
887,W,59,"FinalCount => B:10, W:15"
888,W,83,"FinalCount => B:8, W:17"
889,W,71,"FinalCount => B:8, W:17"
890,B,87,"FinalCount => B:14, W:11"
891,B,108,"FinalCount => B:13, W:12"
892,W,84,"FinalCount => B:9, W:16"
893,W,75,"FinalCount => B:11, W:14"
894,W,70,"FinalCount => B:10, W:15"
895,W,53,"FinalCount => B:9, W:16"
896,W,96,"FinalCount => B:8, W:17"
897,B,49,"FinalCount => B:14, W:11"
898,B,111,"FinalCount => B:14, W:11"
899,W,80,"FinalCount => B:12, W:13"
900,B,104,"FinalCount => B:13, W:12"
901,W,82,"FinalCount => B:8, W:17"
902,W,85,"FinalCount => B:10, W:15"
903,B,80,"FinalCount => B:15, W:10"
904,W,64,"FinalCount => B:11, W:14"
905,W,79,"FinalCount => B:10, W:15"
906,B,85,"FinalCount => B:14, W:11"
907,W,71,"FinalCount => B:11, W:14"
908,W,84,"FinalCount => B:11, W:14"
909,W,41,"FinalCount => B:12, W:13"
910,W,64,"FinalCount => B:10, W:15"
911,W,98,"FinalCount => B:11, W:14"
912,B,59,"FinalCount => B:13, W:12"
913,W,76,"FinalCount => B:9, W:16"
914,B,79,"FinalCount => B:13, W:12"
915,W,76,"FinalCount => B:9, W:16"
916,W,84,"FinalCount => B:10, W:15"
917,B,64,"FinalCount => B:13, W:12"
918,W,73,"FinalCount => B:8, W:17"
919,W,72,"FinalCount => B:10, W:15"
920,W,67,"FinalCount => B:10, W:15"
921,B,79,"FinalCount => B:13, W:12"
922,W,80,"FinalCount => B:8, W:17"
923,W,96,"FinalCount => B:10, W:15"
924,B,111,"FinalCount => B:14, W:11"
925,W,80,"FinalCount => B:9, W:16"
926,W,80,"FinalCount => B:9, W:16"
927,W,73,"FinalCount => B:8, W:17"
928,W,70,"FinalCount => B:9, W:16"
929,W,88,"FinalCount => B:10, W:15"
930,B,85,"FinalCount => B:13, W:12"
931,W,97,"FinalCount => B:10, W:15"
932,W,93,"FinalCount => B:11, W:14"
933,B,84,"FinalCount => B:13, W:12"
934,W,87,"FinalCount => B:12, W:13"
935,W,76,"FinalCount => B:10, W:15"
936,W,78,"FinalCount => B:11, W:14"
937,W,100,"FinalCount => B:11, W:14"
938,W,76,"FinalCount => B:8, W:17"
939,W,83,"FinalCount => B:9, W:16"
940,W,88,"FinalCount => B:10, W:15"
941,W,77,"FinalCount => B:11, W:14"
942,W,79,"FinalCount => B:7, W:18"
943,B,65,"FinalCount => B:13, W:12"
944,B,85,"FinalCount => B:13, W:12"
945,B,49,"FinalCount => B:14, W:11"
946,W,93,"FinalCount => B:12, W:13"
947,W,100,"FinalCount => B:11, W:14"
948,B,79,"FinalCount => B:13, W:12"
949,W,80,"FinalCount => B:8, W:17"
950,B,49,"FinalCount => B:14, W:11"
951,W,81,"FinalCount => B:9, W:16"
952,W,80,"FinalCount => B:10, W:15"
953,W,83,"FinalCount => B:11, W:14"
954,W,63,"FinalCount => B:11, W:14"
955,W,72,"FinalCount => B:12, W:13"
956,W,81,"FinalCount => B:8, W:17"
957,W,63,"FinalCount => B:10, W:15"
958,W,110,"FinalCount => B:10, W:15"
959,B,108,"FinalCount => B:13, W:12"
960,W,70,"FinalCount => B:10, W:15"
961,W,59,"FinalCount => B:11, W:14"
962,W,79,"FinalCount => B:10, W:15"
963,W,78,"FinalCount => B:10, W:15"
964,B,49,"FinalCount => B:14, W:11"
965,B,59,"FinalCount => B:13, W:12"
966,B,105,"FinalCount => B:15, W:10"
967,W,67,"FinalCount => B:10, W:15"
968,W,104,"FinalCount => B:9, W:16"
969,B,80,"FinalCount => B:15, W:10"
970,W,66,"FinalCount => B:8, W:17"
971,B,84,"FinalCount => B:13, W:12"
972,B,111,"FinalCount => B:14, W:11"
973,W,79,"FinalCount => B:10, W:15"
974,W,76,"FinalCount => B:10, W:15"
975,B,101,"FinalCount => B:13, W:12"
976,W,88,"FinalCount => B:9, W:16"
977,W,41,"FinalCount => B:12, W:13"
978,W,67,"FinalCount => B:11, W:14"
979,W,76,"FinalCount => B:10, W:15"
980,W,92,"FinalCount => B:10, W:15"
981,W,74,"FinalCount => B:10, W:15"
982,W,78,"FinalCount => B:10, W:15"
983,W,63,"FinalCount => B:10, W:15"
984,W,81,"FinalCount => B:9, W:16"
985,W,67,"FinalCount => B:10, W:15"
986,B,85,"FinalCount => B:13, W:12"
987,W,76,"FinalCount => B:10, W:15"
988,W,89,"FinalCount => B:10, W:15"
989,B,110,"FinalCount => B:14, W:11"
990,W,91,"FinalCount => B:8, W:17"
991,B,80,"FinalCount => B:15, W:10"
992,B,80,"FinalCount => B:15, W:10"
993,W,74,"FinalCount => B:10, W:15"
994,W,79,"FinalCount => B:10, W:15"
995,W,76,"FinalCount => B:9, W:16"
996,W,85,"FinalCount => B:11, W:14"
997,W,90,"FinalCount => B:7, W:18"
998,W,91,"FinalCount => B:10, W:15"
999,B,121,"FinalCount => B:13, W:12"
1000,B,85,"FinalCount => B:14, W:11"
