Game,Winner,Moves,FinalScore
569,W,120,"FinalCount => B:10, W:14"
570,B,112,"FinalCount => B:14, W:9"
571,W,94,"FinalCount => B:9, W:12"
572,W,98,"FinalCount => B:10, W:11"
573,B,116,"FinalCount => B:12, W:10"
574,W,118,"FinalCount => B:9, W:15"
575,B,94,"FinalCount => B:14, W:10"
576,W,110,"FinalCount => B:11, W:13"
577,W,120,"FinalCount => B:10, W:14"
578,W,120,"FinalCount => B:10, W:14"
579,B,94,"FinalCount => B:14, W:10"
580,B,94,"FinalCount => B:14, W:10"
581,B,111,"FinalCount => B:14, W:11"
582,W,114,"FinalCount => B:11, W:13"
583,B,94,"FinalCount => B:14, W:10"
584,B,111,"FinalCount => B:14, W:11"
585,W,120,"FinalCount => B:10, W:14"
586,B,131,"FinalCount => B:13, W:12"
587,B,111,"FinalCount => B:14, W:11"
588,B,94,"FinalCount => B:14, W:10"
589,W,120,"FinalCount => B:10, W:14"
590,B,94,"FinalCount => B:14, W:10"
591,B,106,"FinalCount => B:13, W:11"
592,B,106,"FinalCount => B:13, W:11"
593,B,94,"FinalCount => B:14, W:10"
594,B,94,"FinalCount => B:14, W:10"
595,W,104,"FinalCount => B:10, W:12"
596,B,102,"FinalCount => B:12, W:11"
597,W,120,"FinalCount => B:10, W:14"
598,B,102,"FinalCount => B:12, W:11"
599,W,120,"FinalCount => B:10, W:14"
600,W,110,"FinalCount => B:11, W:13"
601,W,110,"FinalCount => B:11, W:13"
602,W,100,"FinalCount => B:11, W:14"
603,B,116,"FinalCount => B:12, W:10"
604,W,114,"FinalCount => B:12, W:13"
605,B,102,"FinalCount => B:12, W:11"
606,B,111,"FinalCount => B:14, W:11"
607,B,104,"FinalCount => B:13, W:12"
608,B,94,"FinalCount => B:14, W:10"
609,B,92,"FinalCount => B:12, W:10"
610,B,94,"FinalCount => B:14, W:10"
611,W,122,"FinalCount => B:12, W:13"
612,B,114,"FinalCount => B:13, W:10"
613,B,94,"FinalCount => B:14, W:10"
614,W,92,"FinalCount => B:11, W:12"
615,B,102,"FinalCount => B:12, W:11"
616,B,94,"FinalCount => B:14, W:10"
617,B,94,"FinalCount => B:14, W:10"
618,B,94,"FinalCount => B:14, W:10"
619,B,94,"FinalCount => B:14, W:10"
620,B,111,"FinalCount => B:14, W:11"
621,B,98,"FinalCount => B:13, W:8"
