Game,Winner,Moves,FinalScore
1,W,97,"FinalCount => B:9, W:16"
2,W,123,"FinalCount => B:8, W:17"
3,W,126,"FinalCount => B:8, W:17"
4,W,119,"FinalCount => B:7, W:18"
5,W,124,"FinalCount => B:4, W:21"
6,W,125,"FinalCount => B:8, W:17"
7,W,111,"FinalCount => B:9, W:16"
