Game,Winner,Moves,FinalScore
1,W,91,"FinalCount => B:9, W:16"
2,W,62,"FinalCount => B:12, W:13"
3,W,132,"FinalCount => B:5, W:20"
4,W,140,"FinalCount => B:3, W:22"
5,W,112,"FinalCount => B:9, W:16"
6,W,124,"FinalCount => B:8, W:17"
7,W,113,"FinalCount => B:8, W:17"
