piece_weight,bonus_six_weight,opponent_piece_weight,opponent_six_weight,risk_factor,dominance_weight,safe_placement_weight,opponent_threat_weight,composite_score,trial_number,win_rate_minimax,win_rate_smart5,win_rate_self,avg_margin
1.0618101782710436,3.8521429192297485,1.5979909127171077,2.79597545259111,0.15601864044243652,0.3119890406724053,0.11616722433639892,1.7323522915498704,0.36,1,0.6,0.2,0.6,-0.8666666666666667
1.65643533097411,1.349169539666699,1.227259292069026,2.4082661383278894,0.17761092834716402,0.909394117120355,1.9374811562877992,1.1182035549546168,0.6631578947368421,3,0.7,0.6,0.7,0.5333333333333333
0.9306857251495326,3.4138061168850866,1.8915246927138147,3.60990476320619,0.4366871742144011,0.4982894614911647,0.7164781198379608,1.0202633210038372,0.63,4,0.6,0.6,0.7,0.6666666666666666
1.5164415432262088,2.3316739551245576,0.9095676428599239,3.369690033235198,0.9078093948270765,0.42889046990449675,0.5919260117267537,0.7410406339041622,0.5346534653465347,5,0.4,0.5,0.9,1.0
1.4001643512750384,3.483628845011075,0.5848694580815619,1.3061536556137652,0.0009961850937040273,0.8739453650994967,1.1221372048850164,0.33171041756444397,0.32727272727272727,6,0.6,0.2,0.4,-0.9333333333333335
0.6165406445185664,3.6811402900910704,1.9017258940845854,2.5420759443231034,0.6196277109886414,0.6328513292804723,0.49566385773046784,0.9083540475660145,0.5526315789473684,7,0.7,0.5,0.5,0.39999999999999997
1.3636748364809885,2.6260375004546894,0.8033290297695649,1.7527472090056417,0.458888216718139,0.7148061957932774,1.6898578382387028,0.23471753174575627,0.42857142857142855,8,0.6,0.5,0.3,0.06666666666666664
1.6351904219485465,2.2463099730083966,1.8344753312564817,1.9670854201649328,0.10384326256368787,1.002127526123451,0.15419729351521183,1.0319276269267965,0.5142857142857142,9,0.6,0.4,0.6,0.7999999999999999
1.9746805813753279,2.107119398256863,1.4305186337726876,3.5570375963648706,0.9877089991309586,0.41662870486593784,0.8827201931163812,0.15760637662122667,0.37894736842105264,10,0.8,0.3,0.3,7.401486830834377e-17
1.9218481023270275,1.18221193457184,1.077753774114988,3.861054650252296,0.08002184510174859,0.6012226607679443,0.870048311381979,1.5872535382355553,0.34615384615384615,11,0.3,0.5,0.3,-0.06666666666666664
0.8567860989336815,1.548761666796017,1.3987051236632089,2.7866389067241335,0.43986341823383,0.9015686721948716,0.43354845744632975,0.9821912827551177,0.37058823529411766,12,0.2,0.6,0.7,0.5333333333333333
1.9202873376870286,2.3116010257938084,0.9391595680063827,3.9099884529253917,0.48793705850866376,1.4669854737825334,1.0415309694456605,0.9499468660583483,0.5361702127659574,13,0.4,0.6,0.7,-0.06666666666666661
0.7877014855225353,2.7374987618526037,1.0809456326885487,1.9562474945731259,0.27734952562057635,1.201926837793747,0.6957461865901252,0.4316197568420398,0.19999999999999998,14,0.1,0.6,0.3,-0.6666666666666666
0.7858245738435308,2.2414912741905857,0.8826548913104482,3.579042567583396,0.45117565462387393,0.19389593861311527,3.4131829969030747e-06,1.1264377081620198,0.48648648648648646,15,0.6,0.5,0.4,0.6666666666666666
1.917925648712434,2.1014405988460947,1.5859741982372355,2.2515556158654766,0.7593361505767693,1.7707937882417626,1.9445733219287566,1.7582550323499504,0.45569620253164556,16,0.8,0.5,0.3,0.13333333333333336
1.6128590306705908,3.1680178058943724,1.9374918517365676,2.9517541905486433,0.1492882146265172,0.5446063167979857,1.8837386056453798,1.7967841179378266,0.34615384615384615,17,0.5,0.3,0.3,-0.0666666666666667
0.852470134228196,3.289576743608995,1.2102779042661356,2.7587159488068536,0.1577268066363462,1.3330740538602872,0.8639005754721419,1.4177744737249596,0.3,18,0.2,0.6,0.3,-0.6
1.7439753735729981,2.567098614809426,1.305607010357874,1.9032006869510356,0.7641504968929356,1.3724710003477747,0.7111195075004915,1.4678562145144582,0.3829787234042553,19,0.5,0.3,0.4,-0.9333333333333335
1.0974547515131265,3.006985773989536,1.6454892662079317,3.023149201034729,0.14000039800018593,0.7765875754344517,0.19115023668235098,1.814681750443945,0.5806451612903226,20,1.0,0.4,0.6,0.06666666666666665
1.5126056006899633,2.4999790287917243,0.857323827636488,2.69831201983123,0.28041702579463895,0.7071035563092656,0.35885103463691004,1.2439779506793325,0.5060240963855421,21,0.7,0.5,0.4,-0.7999999999999999
1.4647252994289257,1.9333679601527367,0.7110239574660362,3.8366745422323816,0.9573528550432234,1.8501727923285507,1.4458289186943232,1.2896400378859627,0.2153846153846154,22,0.1,0.7,0.4,0.2666666666666667
1.1030190176732773,1.9670277113659425,1.4569286104574377,2.364127939985207,0.25921237867953484,0.9332233700176766,0.10635256591467485,1.1057163708088893,0.3705882352941176,23,0.3,0.3,0.7,0.06666666666666667
1.4348325900454948,1.5217509786749348,1.5650529226771053,3.5822555039276303,0.588830206396038,1.2137020803976153,0.030463739538358403,1.793071970326248,0.0,24,0.0,0.4,0.5,-1.2
1.8995305297075133,3.199262726253728,0.6715627705866913,3.393434661667496,0.12760006393753753,1.3401311607808,0.26146296681190306,1.2340198315999826,0.336,25,0.2,0.4,0.7,-0.6666666666666666
1.843054804423994,2.329256564471426,0.6587540185728782,3.3330725569527386,0.32186258668172507,0.7238483954275099,1.3875962103653197,0.88647617576696,0.0,26,0.0,0.4,0.6,-0.6666666666666666
1.7272435121164647,1.635277054466865,1.4999870201065613,2.4320800481133165,0.7557029789783156,0.6848976150767496,1.0683649666008428,1.6252919099007654,0.5538461538461539,27,0.8,0.6,0.4,-0.26666666666666666
1.205661911716316,3.1813740066326477,1.3163288976374135,3.9750949905624497,0.13645239618386587,0.969468042951272,0.8968339753062977,1.3876251552222874,0.39999999999999997,28,0.6,0.4,0.3,0.13333333333333333
1.342724474645547,2.927406730929831,1.655030575992632,3.728261502350668,0.18479677080356743,0.8762188185174064,0.8264823652031594,1.1986958030076034,0.5,29,1.0,0.3,0.6,0.13333333333333333
1.8429669941419993,2.7428408574887153,1.462307613331461,3.0082189228331804,0.10229699178638241,0.6961800785819434,1.1193907764280366,1.840576647153771,0.5217391304347826,30,0.8,0.5,0.4,-0.9333333333333332
0.7962760937972904,3.4291269674796383,1.2789777596146306,3.881882466995311,0.10870775114991296,1.2295593521384127,0.5705774131266932,1.4468106140635,0.46551724137931033,31,0.9,0.5,0.3,0.6
1.953728246442073,3.3985705727351165,1.4960866642308535,2.9893997551707714,0.15087077005779473,0.02626153949470844,0.3676621487205837,1.8529994298820798,0.4,32,0.4,0.4,0.4,-0.4666666666666666
